Date,Value,Anomaly
200008,10.47,-3.52
200009,9.12,-4.84
200010,11.97,-2.01
200011,13.24,-0.75
200012,13.36,-0.63
200101,14.29,0.29
200102,14.83,0.83
200103,14.27,0.26
200104,14.34,0.34
200105,15.24,1.26
200106,13.77,-0.22
200107,13.84,-0.15
200108,14.54,0.55
200109,15.24,1.28
200110,12.24,-1.74
200111,11.89,-2.10
200112,11.82,-2.17
200201,11.18,-2.82
200202,10.81,-3.19
200203,10.18,-3.83
200204,10.03,-3.97
200205,9.15,-4.83
200206,9.08,-4.91
200207,9.55,-4.44
200208,8.91,-5.08
200209,10.60,-3.36
200210,11.91,-2.07
200211,11.53,-2.46
200212,12.29,-1.70
200301,11.84,-2.16
200302,12.58,-1.42
200303,12.82,-1.19
200304,12.72,-1.28
200305,12.96,-1.02
200306,13.49,-0.50
200307,12.02,-1.97
200308,11.90,-2.09
200309,10.23,-3.73
200310,9.72,-4.26
200311,10.02,-3.97
200312,9.07,-4.92
200401,9.49,-4.51
200402,9.49,-4.51
200403,9.69,-4.32
200404,12.14,-1.86
200405,11.93,-2.05
200406,11.87,-2.12
200407,13.41,-0.58
200408,14.03,0.04
200409,15.31,1.35
200410,15.89,1.91
200411,16.74,2.75
200412,17.25,3.26
200501,18.39,4.39
200502,19.17,5.17
200503,19.43,5.42
200504,17.66,3.66
200505,18.70,4.72
200506,17.97,3.98
200507,16.63,2.64
200508,17.41,3.42
200509,17.02,3.06
200510,16.65,2.67
200511,15.00,1.01
200512,14.34,0.35
200601,12.87,-1.13
200602,11.13,-2.87
200603,10.55,-3.46
200604,10.00,-4.00
200605,9.18,-4.80
200606,9.76,-4.23
200607,11.99,-2.00
200608,13.74,-0.25
200609,14.27,0.31
200610,14.91,0.93
200611,15.02,1.03
200612,15.97,1.98
200701,16.85,2.85
200702,17.27,3.27
200703,17.75,3.74
200704,18.23,4.23
200705,19.82,5.84
200706,19.91,5.92
200707,19.03,5.04
200708,16.24,2.25
200709,15.68,1.72
200710,14.05,0.07
200711,14.30,0.31
200712,14.75,0.76
200801,14.32,0.32
200802,14.35,0.35
200803,13.51,-0.50
200804,12.90,-1.10
200805,11.90,-2.08
200806,11.32,-2.67
200807,13.05,-0.94
200808,13.84,-0.15
200809,13.31,-0.65
200810,14.38,0.40
200811,14.34,0.35
200812,13.74,-0.25
200901,13.33,-0.67
200902,12.96,-1.04
200903,13.26,-0.75
200904,13.56,-0.44
200905,13.49,-0.49
200906,14.41,0.42
200907,13.02,-0.97
200908,11.50,-2.49
200909,11.98,-1.98
200910,11.83,-2.15
200911,11.85,-2.14
200912,11.94,-2.05
201001,13.18,-0.82
201002,14.17,0.17
201003,14.68,0.67
201004,15.09,1.09
201005,14.65,0.67
201006,14.06,0.07
201007,15.09,1.10
201008,16.09,2.10
201009,15.77,1.81
201010,15.41,1.43
201011,15.11,1.12
201012,14.82,0.83
201101,13.46,-0.54
201102,12.62,-1.38
201103,11.77,-2.24
201104,11.15,-2.85
201105,10.91,-3.07
201106,10.19,-3.80
201107,8.19,-5.80
201108,7.77,-6.22
201109,8.00,-5.96
201110,8.27,-5.71
201111,8.64,-5.35
201112,9.80,-4.19
201201,10.00,-4.00
201202,10.02,-3.98
201203,10.14,-3.87
201204,10.28,-3.72
201205,10.86,-3.12
201206,11.02,-2.97
201207,11.27,-2.72
201208,11.05,-2.94
201209,10.70,-3.26
201210,9.91,-4.07
201211,9.62,-4.37
201212,8.41,-5.58
201301,8.63,-5.37
201302,8.66,-5.34
201303,8.61,-5.40
201304,8.40,-5.60
201305,7.81,-6.17
201306,8.12,-5.87
201307,9.65,-4.34
201308,10.19,-3.80
201309,13.07,-0.89
201310,13.21,-0.77
201311,13.89,-0.10
201312,13.67,-0.32
201401,13.20,-0.80
201402,12.98,-1.02
201403,13.23,-0.78
201404,13.42,-0.58
201405,14.26,0.28
201406,14.17,0.18
201407,13.88,-0.11
201408,13.88,-0.11
201409,12.84,-1.12
201410,13.08,-0.90
201411,12.85,-1.14
201412,13.20,-0.79
201501,14.58,0.58
201502,15.13,1.13
201503,15.37,1.36
201504,15.74,1.74
201505,17.22,3.24
201506,18.24,4.25
201507,18.75,4.76
201508,18.64,4.65
201509,16.59,2.63
201510,18.81,4.83
201511,19.03,5.04
201512,19.33,5.34
201601,18.44,4.44
201602,17.99,3.99
201603,17.36,3.35
201604,17.60,3.60
201605,16.04,2.06
201606,15.52,1.53
201607,13.07,-0.92
201608,14.23,0.24
201609,14.96,1.00
201610,12.39,-1.59
201611,12.88,-1.11
201612,12.94,-1.05
201701,14.13,0.13
201702,14.47,0.47
201703,14.87,0.86
201704,14.88,0.88
201705,14.63,0.65
201706,14.52,0.53
201707,15.92,1.93
201708,15.69,1.70
201709,16.28,2.32
201710,17.03,3.05
201711,15.80,1.81
201712,14.80,0.81
201801,13.25,-0.75
201802,13.38,-0.62
201803,13.17,-0.84
201804,12.33,-1.67
201805,12.07,-1.91
201806,12.00,-1.99
201807,11.78,-2.21
201808,10.74,-3.25
201809,10.13,-3.83
201810,11.81,-2.17
201811,11.92,-2.07
201812,12.72,-1.27
201901,13.11,-0.89
201902,12.98,-1.02
201903,13.74,-0.27
201904,14.42,0.42
201905,14.95,0.97
201906,14.94,0.95
201907,14.25,0.26
201908,13.85,-0.14
201909,13.54,-0.42
201910,11.99,-1.99
201911,13.55,-0.44
201912,13.38,-0.61
202001,13.35,-0.65
202002,13.55,-0.45
202003,13.72,-0.29
202004,13.08,-0.92
202005,12.28,-1.70
202006,11.88,-2.11
202007,12.34,-1.65
202008,11.51,-2.48
202009,10.81,-3.15
202010,10.19,-3.79
202011,8.69,-5.30
202012,8.35,-5.64
202101,8.31,-5.69
202102,7.89,-6.11
202103,7.23,-6.78
202104,7.41,-6.59
202105,8.30,-5.68
202106,9.56,-4.43
202107,10.28,-3.71
202108,11.94,-2.05
202109,12.41,-1.55
202110,12.40,-1.58
202111,12.22,-1.77
202112,12.34,-1.65
202201,12.21,-1.79
202202,12.11,-1.89
202203,12.07,-1.94
202204,11.75,-2.25
202205,10.84,-3.14
202206,11.57,-2.42
202207,11.02,-2.97
202208,12.16,-1.83
202209,11.95,-2.01
202210,13.73,-0.25
202211,14.00,0.01
202212,14.11,0.12
202301,14.58,0.58
202302,14.79,0.79
202303,15.04,1.03
202304,15.10,1.10
202305,16.37,2.39
202306,14.94,0.95
202307,13.48,-0.51
202308,11.66,-2.33
202309,12.05,-1.91
202310,10.31,-3.67
202311,10.50,-3.49
202312,10.86,-3.13
